asv	Kingdom	Phylum	Class	Order	Family	Genus	Species
asv00943	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	uncultured_bacterium
asv00944	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_kobensis
asv00945	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	bacterium_enrichment
asv00946	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylovirgula	unclassified
asv00947	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriales_Incertae_Sedis	Microseira_Carmichael-Alabama	unclassified
asv00948	Bacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	unclassified
asv00949	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	uncultured_bacterium
asv00950	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Robinsoniella	uncultured_Lachnospiraceae
asv00951	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured_Aquicella
asv00952	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Paraburkholderia_phenazinium
asv00953	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	bacterium_Ellin513
asv00954	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_koleovorans
asv00955	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus_Obscuribacter	uncultured_bacterium
asv00956	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	uncultured	unclassified
asv00957	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rs-E47_termite_group	Rs-E47_termite_group	uncultured_Bacteroidetes
asv00958	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	uncultured_Rhodopseudomonas
asv00959	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	Vampirovibrio	uncultured_bacterium
asv00960	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	planctomycete_WY69
asv00961	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	FukuN18_freshwater_group	unclassified
asv00962	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	uncultured_bacterium
asv00963	Bacteria	Acidobacteriota	Blastocatellia	unclassified	unclassified	unclassified	unclassified
asv00964	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	Leptothrix_sp.
asv00965	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Candidatus_Glomeribacter	unclassified
asv00966	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	unclassified
asv00967	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	uncultured_Firmicutes
asv00968	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	Acidobacteria_bacterium
asv00969	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	unclassified
asv00970	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	uncultured_bacterium
asv00971	Bacteria	Firmicutes	Bacilli	Aneurinibacillales	Aneurinibacillaceae	Aneurinibacillus	unclassified
asv00972	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium	unclassified
asv00973	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	uncultured	uncultured	unclassified
asv00974	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	unclassified	unclassified
asv00975	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	unclassified
asv00976	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	uncultured	uncultured_Acidobacteriales
asv00977	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	uncultured	unclassified
asv00978	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	unclassified
asv00979	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	WD260	WD260	uncultured_Steroidobacter
asv00980	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Levybacteria	Candidatus_Levybacteria	Candidatus_Levybacteria	unclassified
asv00981	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57_soil_group	S-BQ2-57_soil_group	S-BQ2-57_soil_group	uncultured_bacterium
asv00982	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	unclassified
asv00983	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella	Granulicella_rosea
asv00984	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_organism
asv00985	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	uncultured	unclassified
asv00986	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_polysaccharea
asv00987	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia	Candidatus_Protochlamydia
asv00988	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales	Candidatus_Jidaibacter	unclassified
asv00989	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microtetraspora	unclassified
asv00990	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Thermoactinomyces	unclassified
asv00991	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	uncultured_Dehalococcoidia
asv00992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	unclassified
asv00993	Bacteria	Firmicutes	Bacilli	Aneurinibacillales	Aneurinibacillaceae	Aneurinibacillus	uncultured_compost
asv00994	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	uncultured_bacterium
asv00995	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	unclassified
asv00996	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	uncultured	uncultured_bacterium
asv00997	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Shimazuella	unclassified
asv00998	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516	uncultured_bacterium
asv00999	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	AB1	uncultured_proteobacterium
asv01000	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydia	uncultured_Parachlamydiaceae
asv01001	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	metagenome
asv01002	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	unclassified
asv01003	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	uncultured_delta
asv01004	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	uncultured	unclassified
asv01005	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	uncultured_bacterium
asv01006	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	unclassified	unclassified	unclassified
asv01007	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	unclassified
asv01008	Bacteria	Elusimicrobiota	Elusimicrobia	FCPU453	FCPU453	FCPU453	uncultured_Termite
asv01009	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	uncultured	uncultured_Anaplasmataceae
asv01010	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	unclassified
asv01011	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	metagenome
asv01012	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	unclassified	unclassified
asv01013	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2	metagenome
asv01014	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Termite_Treponema_cluster	termite_gut
asv01015	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus	unclassified
asv01016	Bacteria	Proteobacteria	Gammaproteobacteria	EV818SWSAP88	EV818SWSAP88	EV818SWSAP88	metagenome
asv01017	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	bacterium_WM06i-B4E
asv01018	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Firmicutes_bacterium
asv01019	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Candidatus_Symbiothrix	uncultured_Bacteroidaceae
asv01020	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	unclassified
asv01021	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella	uncultured_Acidobacteria
asv01022	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma_oryzae
asv01023	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	unclassified
asv01024	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	CAG-352	uncultured_bacterium
asv01025	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	EC3	EC3	uncultured_bacterium
asv01026	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	uncultured_Bacillus
asv01027	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_gansuensis
asv01028	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	unclassified
asv01029	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Finniella	unclassified
asv01030	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans	unclassified
asv01031	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	G12-WMSP1	uncultured_Chloroflexi
asv01032	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Enhydrobacter_aerosaccus
asv01033	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	unclassified	unclassified
asv01034	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
asv01035	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	uncultured_Clostridiales
asv01036	Bacteria	Elusimicrobiota	Lineage_IIa	Lineage_IIa	Lineage_IIa	Lineage_IIa	uncultured_actinobacterium
asv01037	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter	uncultured_forest
asv01038	Bacteria	Armatimonadota	uncultured	uncultured	uncultured	uncultured	unclassified
asv01039	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	uncultured_Acidobacteriaceae
asv01040	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	unclassified	unclassified
asv01041	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	unclassified	unclassified
asv01042	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Sphingobacteriaceae_str.
asv01043	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	unclassified
asv01044	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	uncultured_bacterium
asv01045	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Nitrospirillum	unclassified
asv01046	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	M2PB4-61_termite_group	uncultured_Bacteroidales
asv01047	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter_gracilis
asv01048	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	Actinocrinis_puniceicyclus
asv01049	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	Candidatus_Nomurabacteria	Candidatus_Nomurabacteria	uncultured_soil
asv01050	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	uncultured_bacterium
asv01051	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	uncultured_Clostridia
asv01052	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	uncultured_bacterium
asv01053	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Heliimonas	unclassified
asv01054	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	unclassified
asv01055	Bacteria	Myxococcota	Myxococcia	Myxococcales	27F-1492R	27F-1492R	uncultured_bacterium
asv01056	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae	uncultured_forest
asv01057	Bacteria	Myxococcota	unclassified	unclassified	unclassified	unclassified	unclassified
asv01058	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	uncultured	unclassified
asv01059	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rs-E47_termite_group	Rs-E47_termite_group	uncultured_Bacteroidales
asv01060	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	uncultured_bacterium
asv01061	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	uncultured	uncultured_Desulfovibrionaceae
asv01062	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	Brevibacillus_fluminis
asv01063	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	unclassified
asv01064	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	uncultured_Flavobacterium
asv01065	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	0319-7L14	0319-7L14	uncultured_bacterium
asv01066	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	AAP99	unclassified
asv01067	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	unclassified
asv01068	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	unclassified
asv01069	Bacteria	Acidobacteriota	unclassified	unclassified	unclassified	unclassified	unclassified
asv01070	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	uncultured_Geoalkalibacter
asv01071	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_yunnanensis
asv01072	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	unclassified
asv01073	Bacteria	GAL15	GAL15	GAL15	GAL15	GAL15	uncultured_bacterium
asv01074	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_12	Clostridium_magnum
asv01075	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	uncultured_delta
asv01076	Bacteria	Firmicutes	Sulfobacillia	Sulfobacillales	Sulfobacillaceae	uncultured	uncultured_Firmicutes
asv01077	Bacteria	Planctomycetota	vadinHA49	vadinHA49	vadinHA49	vadinHA49	metagenome
asv01078	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium_westphaliense
asv01079	Bacteria	Desulfobacterota	unclassified	unclassified	unclassified	unclassified	unclassified
asv01080	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	uncultured_planctomycete
asv01081	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Pacebacteria	Candidatus_Pacebacteria	Candidatus_Pacebacteria	uncultured_bacterium
asv01082	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	metagenome
asv01083	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
asv01084	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	uncultured_bacterium
asv01085	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	unclassified
asv01086	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	unclassified
asv01087	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	uncultured	uncultured	unclassified
asv01088	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	unclassified
asv01089	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter	unclassified
asv01090	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	UCG-010	uncultured_Clostridiales
asv01091	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	bacterium_Ellin5129
asv01092	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Waddliaceae	Waddlia	unclassified
asv01093	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter	endosymbiont_of
asv01094	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria	unclassified
asv01095	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	Neochlamydia_hartmannellae
asv01096	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	Rhizobium_sp.
asv01097	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	uncultured	uncultured_Bacteroidales
asv01098	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17	unclassified
asv01099	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Sporomusa	unclassified
asv01100	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostoc_PCC-7107	Scytonema_sp.
asv01101	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	unclassified
asv01102	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	uncultured	uncultured	uncultured_Fibrobacteres
asv01103	Bacteria	Firmicutes	BRH-c20a	BRH-c20a	BRH-c20a	BRH-c20a	uncultured_bacterium
asv01104	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	unclassified
asv01105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	unclassified
asv01106	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	uncultured	uncultured_eubacterium
asv01107	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group	uncultured_bacterium
asv01108	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	uncultured_Caulobacteraceae
asv01109	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_ANT.L52.2	Pseudanabaenaceae_cyanobacterium
asv01110	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	uncultured_Bacteriovorax
asv01111	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Candidatus_Peribacteria	Candidatus_Peribacteria	uncultured_bacterium
asv01112	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Candidatus_Tremblaya	Candidatus_Tremblaya
asv01113	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	unclassified
asv01114	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Planosporangium	uncultured_bacterium
asv01115	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_chitinolyticus
asv01116	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	unclassified	unclassified
asv01117	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	uncultured_Acetobacteraceae
asv01118	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Micavibrio	unclassified
asv01119	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	uncultured_Bacteroidales
asv01120	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	myxobacterium_AT3-03
asv01121	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter	uncultured_gamma
asv01122	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	unclassified	unclassified
asv01123	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Candidatus_Bealeia	uncultured_Alphaproteobacteria
asv01124	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	unclassified
asv01125	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	uncultured_bacterium
asv01126	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	uncultured	unclassified
asv01127	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	uncultured_bacterium
asv01128	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	unclassified
asv01129	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	unclassified	unclassified
asv01130	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	unclassified
asv01131	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agrococcus	Agrococcus_jejuensis
asv01132	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium]_brachy_group	unclassified
asv01133	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	unclassified	unclassified
asv01134	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	uncultured_Telluria
asv01135	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	unclassified
asv01136	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	uncultured	uncultured	uncultured_Chitinivibrionia
asv01137	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	uncultured	uncultured_Acidobacteriaceae
asv01138	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	unclassified
asv01139	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	unclassified	unclassified	unclassified
asv01140	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Telmatobacter	unclassified
asv01141	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	uncultured	uncultured_bacterium
asv01142	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter	uncultured_bacterium
asv01143	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	uncultured_proteobacterium
asv01144	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	WWH38	unclassified
asv01145	Bacteria	Armatimonadota	unclassified	unclassified	unclassified	unclassified	unclassified
asv01146	Bacteria	Proteobacteria	Gammaproteobacteria	EV818SWSAP88	EV818SWSAP88	EV818SWSAP88	uncultured_bacterium
asv01147	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	uncultured_bacterium
asv01148	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_rivuli
asv01149	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Paludibacterium	unclassified
asv01150	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales	Candidatus_Jidaibacter	uncultured_Alphaproteobacteria
asv01151	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_sludge
asv01152	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_bacterium
asv01153	Bacteria	Actinobacteriota	Actinobacteria	KIST-JJY010	KIST-JJY010	KIST-JJY010	uncultured_actinobacterium
asv01154	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured	metagenome
asv01155	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Candidatus_Hepatincola	Candidatus_Hepatincola	uncultured_bacterium
asv01156	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured_forest
asv01157	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	uncultured	unclassified
asv01158	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CG1-02-32-21	CG1-02-32-21	uncultured_archaeon
asv01159	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Acidobacteria_bacterium
asv01160	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	uncultured_bacterium
