asv	Kingdom	Phylum	Class	Order	Family	Genus	Species
asv01839	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	uncultured	uncultured_bacterium
asv01840	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_tenax
asv01841	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	unclassified
asv01842	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
asv01843	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia_puris
asv01844	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinocatenispora	unclassified
asv01845	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Candidatus_Fritschea	Candidatus_Fritschea
asv01846	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type_III	type_III	unclassified
asv01847	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Streptomyces_laeteviolaceus
asv01848	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	UBA12409	uncultured_Candidatus
asv01849	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	unclassified
asv01850	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella	uncultured_bacterium
asv01851	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_13	Subgroup_13	Subgroup_13	uncultured_Acidobacteria
asv01852	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Amantichitinum	unclassified
asv01853	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	unclassified
asv01854	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	metagenome
asv01855	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3_termite_group	CPla-3_termite_group	uncultured_soil
asv01856	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	OPB41	OPB41	uncultured_Actinobacteridae
asv01857	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium]_brachy_group	[Eubacterium]_brachy
asv01858	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	unclassified
asv01859	Bacteria	Proteobacteria	Gammaproteobacteria	eub62A3	eub62A3	eub62A3	unclassified
asv01860	Bacteria	Firmicutes	Clostridia	Thermincolales	Thermincolaceae	Thermincola	unclassified
asv01861	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_hispanicum
asv01862	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rudaea	unclassified
asv01863	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_Conexibacteraceae
asv01864	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	unclassified
asv01865	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	UBA12409	uncultured_soil
asv01866	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteriales
asv01867	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus_pettenkoferi
asv01868	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	Candidatus_Jorgensenbacteria	Candidatus_Jorgensenbacteria	unclassified
asv01869	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	uncultured	uncultured_bacterium
asv01870	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	metagenome
asv01871	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured_Blastochloris
asv01872	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Finegoldia	uncultured_bacterium
asv01873	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rudaea	Rudaea_sp.
asv01874	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Finniella	Candidatus_Finniella
asv01875	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	uncultured	uncultured_organism
asv01876	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Rs-D38_termite_group	uncultured_Bacteroidetes
asv01877	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	bacterium_Ellin6059
asv01878	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionimicrobium	uncultured_bacterium
asv01879	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella	uncultured_bacterium
asv01880	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Zambryskibacteria	Candidatus_Zambryskibacteria	Candidatus_Zambryskibacteria	Parcubacteria_group
asv01881	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila	Acidobacteria_bacterium
asv01882	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured	Legionella_sp.
asv01883	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	uncultured_gamma
asv01884	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured_Nitrospiraceae
asv01885	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Cryptosporangiaceae	unclassified	unclassified
asv01886	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Minicystis	Minicystis_rosea
asv01887	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Nevskia	Persicaria_minor
asv01888	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	Isosphaera-like_str.
asv01889	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	H1	unclassified
asv01890	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium_rosa
asv01891	Bacteria	Myxococcota	Polyangia	MSB-4B10	MSB-4B10	MSB-4B10	uncultured_bacterium
asv01892	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae	uncultured_Clostridiales
asv01893	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	metagenome
asv01894	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	Planctomycetia_bacterium
asv01895	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_12	Clostridium_acidisoli
asv01896	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	uncultured_bacterium
asv01897	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales	Candidatus_Spiroplasma	unclassified
asv01898	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	gamma_proteobacterium
asv01899	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	bacterium_Ellin5264
asv01900	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	uncultured_bacterium
asv01901	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia	uncultured_soil
asv01902	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_appendicis
asv01903	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinimonadaceae	Chitinimonas	unclassified
asv01904	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	Roseomonas_gilardii
asv01905	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	unclassified	unclassified
asv01906	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	M2PT2-76_termite_group	uncultured_spirochete
asv01907	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	unclassified
asv01908	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	Candidatus_Yanofskybacteria	Candidatus_Yanofskybacteria	Candidatus_Yanofskybacteria
asv01909	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	uncultured_prokaryote
asv01910	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	unclassified	unclassified
asv01911	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	LWQ8	uncultured_Candidatus
asv01912	Bacteria	Firmicutes	Bacilli	RF39	RF39	RF39	uncultured_Firmicutes
asv01913	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium_avidum
asv01914	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Syner-01	uncultured_Bacteroidetes
asv01915	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	unclassified
asv01916	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unclassified
asv01917	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57_soil_group	S-BQ2-57_soil_group	S-BQ2-57_soil_group	uncultured_Verrucomicrobia
asv01918	Bacteria	Patescibacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	uncultured_Microgenomates
asv01919	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_daejeonensis
asv01920	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmatales	Izemoplasmatales	uncultured_bacterium
asv01921	Bacteria	Actinobacteriota	Thermoleophilia	uncultured	uncultured	uncultured	uncultured_bacterium
asv01922	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	COB_P4-1_termite_group	COB_P4-1_termite_group	uncultured_Bacteroidales
asv01923	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	unclassified
asv01924	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_Desulfuromonadales
asv01925	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylorosula	unclassified
asv01926	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured_Acetobacteraceae
asv01927	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	unclassified
asv01928	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	unclassified
asv01929	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family	uncultured_soil
asv01930	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	unclassified	unclassified	unclassified
asv01931	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	CPla-4_termite_group	uncultured_planctomycete
asv01932	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Blattabacteriaceae	Blattabacteriaceae	uncultured_bacterium
asv01933	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured_Legionellales
asv01934	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_timonensis
asv01935	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pseudorhodoferax	uncultured_bacterium
asv01936	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	bacterium_enrichment
asv01937	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	metagenome
asv01938	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	unclassified
asv01939	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	bacterium_enrichment
asv01940	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas-like_bacterium
asv01941	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	uncultured_bacterium
asv01942	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	uncultured	uncultured_bacterium
asv01943	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_marinquilinus
asv01944	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales	Candidatus_Spiroplasma	uncultured_bacterium
asv01945	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum	uncultured_bacterium
asv01946	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Bryocella	uncultured_Acidobacteria
asv01947	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_Bacteroidetes
asv01948	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	H1	uncultured_bacterium
asv01949	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	uncultured_bacterium
asv01950	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Archangium	unclassified
asv01951	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	uncultured_Actinomycetales
asv01952	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_10	uncultured_bacterium
asv01953	Bacteria	Elusimicrobiota	Lineage_IIc	Lineage_IIc	Lineage_IIc	Lineage_IIc	unclassified
asv01954	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Edaphobacter	uncultured_bacterium
asv01955	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	metagenome
asv01956	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila	metagenome
asv01957	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_panni
asv01958	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methyloferula	unclassified
asv01959	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	uncultured	uncultured_Burkholderiaceae
asv01960	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	unclassified
asv01961	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible_genus_05	termite_gut
asv01962	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	unclassified	unclassified
asv01963	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured	unclassified
asv01964	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	uncultured_bacterium
asv01965	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	unclassified
asv01966	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	uncultured_Clostridiaceae
asv01967	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	unclassified	unclassified
asv01968	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	uncultured_delta
asv01969	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	unclassified
asv01970	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	unclassified
asv01971	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	uncultured_soil
asv01972	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter	unclassified
asv01973	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Rokubacteriales	Rokubacteriales	unclassified
asv01974	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_baekrokdamisoli
asv01975	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter_daejeonensis
asv01976	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	uncultured	unclassified
asv01977	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Luteococcus	uncultured_bacterium
asv01978	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	unclassified
asv01979	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	unclassified
asv01980	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Calditerrivibrio	uncultured_proteobacterium
asv01981	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Cnuella	Bifissio_spartinae
asv01982	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	JG30a-KF-32	uncultured_bacterium
asv01983	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	[Eubacterium]_coprostanoligenes_group	uncultured_bacterium
asv01984	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	uncultured_bacterium
asv01985	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter_anthropi
asv01986	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	uncultured_Actinomycetales
asv01987	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	uncultured_bacterium
asv01988	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrocosmicus	unclassified
asv01989	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	uncultured	uncultured_bacterium
asv01990	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales	unclassified	unclassified
asv01991	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_apis
asv01992	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Paenicardinium	Candidatus_Cardinium
asv01993	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_sp.
asv01994	Bacteria	Actinobacteriota	Actinobacteria	KIST-JJY010	KIST-JJY010	KIST-JJY010	uncultured_bacterium
asv01995	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Beutenbergiaceae	Salana	uncultured_bacterium
asv01996	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	unclassified
asv01997	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3	uncultured_Thermomicrobia
asv01998	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	unclassified
asv01999	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Heliimonas	uncultured_Bacteroidetes
asv02000	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	uncultured	unclassified
asv02001	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Candidatus_Fritschea	Candidatus_Syngnamydia
asv02002	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	unclassified
asv02003	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Rubrobacterineae_bacterium
asv02004	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	FukuN18_freshwater_group	uncultured_bacterium
asv02005	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured	uncultured_Alphaproteobacteria
asv02006	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus_Soleaferrea	uncultured_Firmicutes
asv02007	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	unclassified
asv02008	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	uncultured	uncultured_bacterium
asv02009	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	unclassified
asv02010	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinopolyspora	unclassified
asv02011	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas_sediminis
asv02012	Bacteria	Firmicutes	Clostridia	Thermincolales	Thermincolaceae	Thermincola	uncultured_Peptococcaceae
asv02013	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_Kofleria
asv02014	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CHKCI001	uncultured_bacterium
asv02015	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	uncultured	uncultured_Alphaproteobacteria
